Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Lat","Lon"
"Carbs and Caffeine","j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105798933/carbs-and-caffeine,3.7,-1,Trad,5.11a,2,140,41.74756,-74.17576
"Graveyard Shift","e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799062/graveyard-shift,3.8,-1,Trad,"5.10d PG13",1,80,41.73936,-74.18421
"Last Rites","The Infirmary > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/111311288/last-rites,3.7,-1,Sport,5.12b,1,100,37.64193,-83.68332
"Horseshoes and Hand Grenades","The Far East > East Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas",https://www.mountainproject.com/route/106026838/horseshoes-and-hand-grenades,3.7,-1,Sport,5.11a,1,60,36.00394,-93.28377
"The Book of Solemnity","Barber Wall > *Cathedral Ledge > New Hampshire",https://www.mountainproject.com/route/105880787/the-book-of-solemnity,3.7,-1,Trad,5.10a,2,190,44.0622,-71.16582
Autumn,"Long Wall > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105868022/autumn,3.7,-1,Trad,5.9,1,80,37.8446,-83.6686
"The Peacemaker","The Sheepshead > Sheepshead Area (Southwest) > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/106080329/the-peacemaker,3.5,-1,Sport,5.10a,7,,31.87031,-109.99388
Waimea,"Waimea > *Rumney > New Hampshire",https://www.mountainproject.com/route/105867858/waimea,3.6,-1,Sport,5.10d,1,50,43.80386,-71.84091
"Sedona's Scenic Cruise","Gibraltar Rock > Gibraltar Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/105789780/sedonas-scenic-cruise,3.6,-1,Trad,5.9,5,700,34.82007,-111.75046
"Tribal Boundaries","Flaming Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741602/tribal-boundaries,3.7,-1,"Sport, TR",5.10a/b,1,60,42.07673,-113.7137
"M.C.'s Hammer","Cliffs of Insanity > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/106590879/mcs-hammer,3.8,-1,Trad,5.11-,1,100,38.15145,-109.59836
"The Gift","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732371/the-gift,3.7,-1,Sport,5.12d,1,70,36.15672,-115.43841
"Senior Citizens in Space","Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106057429/senior-citizens-in-space,3.7,-1,"Trad, TR",5.7+,1,100,47.825,-121.55807
"Dos Hermanos","Donnelly Canyon > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717532/dos-hermanos,3.8,-1,Trad,5.11+,1,,38.0398,-109.5436
"Bad Finger","(2) Wildfire Wall > West Side > (z) Lower Gorge > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105804599/bad-finger,3.8,-1,Trad,5.10b,1,,44.36798,-121.13081
Snozzberries,"Chocolate Factory > Bald Rock Fork Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108411358/snozzberries,3.7,-1,Sport,5.11d,1,80,37.64919,-83.71343
"Warm-Up Handcrack","Reservoir Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718687/warm-up-handcrack,3.7,-1,Trad,5.10,1,100,38.08285,-109.56278
"Tangerine Fat Explosion","Whiny Baby Wall > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/107755911/tangerine-fat-explosion,4.0,-1,Sport,5.12c,1,65,44.14978,-107.2572
"The Joker","The White Wall > The Pit (aka Le Petit Verdon) > Flagstaff Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/105810970/the-joker,3.8,-1,Sport,5.12c,1,80,35.12921,-111.59763
"Five and Dime","Au. Five and Dime Cliff > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105870690/five-and-dime,3.7,-1,Trad,5.10d,1,80,37.72288,-119.69922
"East Face","Mt. Whitney > 14 - Whitney & Surrounding Peaks > High Sierra > California",https://www.mountainproject.com/route/105792077/east-face,3.4,-1,"Trad, Alpine",5.7,10,1000,36.57844,-118.29229
"Chinese Freedom","Winter Wall > He Mni Can - Barn Bluff (Red Wing) > Minnesota",https://www.mountainproject.com/route/105826213/chinese-freedom,3.6,-1,Sport,5.11d,1,50,44.56899,-92.52106
"Shaken Not Stirred","Martini Sector > The Discovery Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/108220733/shaken-not-stirred,3.8,-1,Sport,5.12a,1,70,43.72721,-113.08171
"Heavy Weather","The Bank > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105750028/heavy-weather,3.8,-1,Sport,5.12a/b,1,,38.6331,-105.2297
"Edward's Crack","Walt's Wall > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105751021/edwards-crack,3.6,-1,Trad,5.7,2,,41.16186,-105.3763
"Peter Principle","1. North Face Main > North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735527/peter-principle,3.8,-1,"Trad, TR",5.11a,1,80,39.31642,-120.31884
"Left El Shinto","Sector Shinto > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/107290020/left-el-shinto,3.8,-1,Sport,5.12b,1,,44.14653,-107.25807
"Dead Dog","Dead Dog & Energamata Walls > 4. East Main Bluff > Sam's Throne > Sam's Throne & Surroundings > North-Central Arkansas > Arkansas",https://www.mountainproject.com/route/106654497/dead-dog,3.9,-1,Sport,5.11a,1,60,35.87344,-93.04724
"The Zip","The Zip (South) > The Zip > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105941644/the-zip,3.7,-1,Trad,5.10a,1,70,49.70577,-123.14277
"Thin Air","Thin Air Face > *Cathedral Ledge > New Hampshire",https://www.mountainproject.com/route/105904036/thin-air,3.4,-1,Trad,5.6,4,300,44.06342,-71.16578
"Rock On","The Apron > The Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105910904/rock-on,3.6,-1,Trad,5.10a,5,400,49.6863,-123.14736
"Cookie Monster","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105992940/cookie-monster,3.7,-1,Sport,5.12a,1,,37.71772,-119.71881
"Old Town","The Precipice aka The South Wall > -Acadia National Park > Maine",https://www.mountainproject.com/route/105998178/old-town,3.7,-1,Trad,5.7+,1,70,44.34691,-68.19013
"Center El Shinto","Sector Shinto > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105856684/center-el-shinto,3.8,-1,Sport,5.12b,1,70,44.14653,-107.25807
"Layaway Plan","Way Rambo > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718432/layaway-plan,3.7,-1,Trad,5.11+,1,100,38.0368,-109.5774
"Bloody Fingers","Super Hits - Bloody Fingers > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741026/bloody-fingers,3.7,-1,Trad,5.10a,1,100,42.08728,-113.72925
DNA,"Grande Grotta > Kalymnos > Greece > Europe > International",https://www.mountainproject.com/route/106804759/dna,3.8,-1,Sport,5.11d,1,80,37.00118,26.94297
"10,000 Restless Virgins","l. Sleepy Hollow > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799068/10000-restless-virgins,3.7,-1,Trad,5.10d,1,100,41.75034,-74.17373
Freeway,"Second Flatiron > North > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105752023/freeway,3.2,-1,Trad,5.0,6,600,39.9891,-105.293
"Court and Spark","Lower Remuda > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/106020011/court-and-spark,3.8,-1,Sport,5.12b,1,,42.59215,-108.73721
"Straight and Narrow","Shortoff Mountain > Linville Gorge > 2. Northern Mountains Region > North Carolina",https://www.mountainproject.com/route/106025962/straight-and-narrow,3.7,-1,Trad,5.10a,3,340,35.83139,-81.90257
"Tick Fever","Wheeler-Newsome Wall > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741317/tick-fever,3.8,-1,Trad,5.11a,1,80,40.57374,-111.76967
"Sentry Box","Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106069940/sentry-box,3.9,-1,Trad,5.12a,1,110,49.6489,-123.2021
"On The Loose","The Spider's Web > B: Chapel Pond Pass > Adirondacks > New York",https://www.mountainproject.com/route/106054752/on-the-loose,3.7,-1,Trad,5.10a,1,90,44.1454,-73.75082
"Living On The Edge","Aftershock Wall > Island In The Sky > Snow Canyon State Park > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/105718216/living-on-the-edge,3.7,-1,Trad,5.10c,4,450,37.1967,-113.6435
"Fear of Flying","East Face of Buzzard's Roost > Buzzard's Roost > Enchanted Rock State Natural Area > Texas",https://www.mountainproject.com/route/105902613/fear-of-flying,3.7,-1,Trad,5.10,1,,30.5103,-98.8085
"Flying Monkeys","Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/106579917/flying-monkeys,3.8,-1,Sport,5.12c,1,65,43.80293,-71.83513
"The Infidel","Funk Rock City > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107122332/the-infidel,3.8,-1,Sport,5.11d,1,75,37.8029,-83.5762
"Monkey Space","(s) Monkey Face > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105791523/monkey-space,3.6,-1,Sport,5.11b,2,100,44.37053,-121.14363
"Out of Control","Out of Control Area > 10-Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105888710/out-of-control,3.8,-1,Trad,5.10c,1,130,36.12527,-115.49419
"Erect Direction","h. The Arrow Wall - CCK > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105799041/erect-direction,3.7,-1,Trad,5.10c,3,300,41.74396,-74.17964
"Brinton's Crack","07: Brinton's Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/105730484/brintons-crack,3.7,-1,Trad,5.6,1,80,43.41359,-89.71303
"License To Thrill","The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105739946/license-to-thrill,3.7,-1,Sport,5.11c,1,80,40.44666,-111.68668
"Finger of Fate","The Titan > Fisher Towers > Southeast Utah > Utah",https://www.mountainproject.com/route/105717568/finger-of-fate,3.6,-1,"Trad, Aid","5.8 C2+",8,,38.71745,-109.29955
"Jo Jo","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106748196/jo-jo,3.8,-1,Trad,5.10b/c,1,85,37.74778,-119.559
"Black Jack Crack","The Black Jack Boulder > Black Jack Boulder Area > Black Jack Boulders > *Rumney Bouldering > *Rumney > New Hampshire",https://www.mountainproject.com/route/105899775/black-jack-crack,3.7,-1,"Trad, Boulder","5.10d V2",1,30,43.80288,-71.84167
Diedre,"The Apron > The Chief > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105857666/diedre,3.4,-1,Trad,5.8,6,,49.6863,-123.14736
"Sour Mash","Black Velvet Wall > 16-Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732407/sour-mash,3.6,-1,Trad,5.10a,6,600,36.03518,-115.46652
"Mile High Club","Morning Star Peak > Glacier Peak Wilderness > Darrington and Mountain Loop Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112553808/mile-high-club,3.5,-1,"Sport, Alpine",5.10a,7,700,48.00992,-121.48941
"Sonic Youth","Sonic Youth Cliff > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105884624/sonic-youth,3.7,-1,Sport,5.11d,1,60,36.16602,-115.45317
"JR Token","The Main Wall > Trout Creek > Central Oregon > Oregon",https://www.mountainproject.com/route/106505506/jr-token,3.7,-1,Trad,5.10,1,65,44.80197,-121.10859
"Tree Route","Dome Rock > The Needles / Kern River > Western Sierra > California",https://www.mountainproject.com/route/105843991/tree-route,3.6,-1,Trad,5.6,4,500,36.06681,-118.52882
Fingertrip,"West Face - Right Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California",https://www.mountainproject.com/route/105798877/fingertrip,3.5,-1,Trad,5.7,4,400,33.75985,-116.68542
"The Totem Pole","Totem-Proto Area > Lower Devil's Canyon > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/105861164/the-totem-pole,3.6,-1,Sport,5.10c/d,2,150,33.27587,-111.02832
"Y-Crack (aka Old and in the Way)","02. Y-Crack Wall > Necedah (Petenwell Rock) > Central > Wisconsin",https://www.mountainproject.com/route/105731036/y-crack-aka-old-and-in-the-way,3.7,-1,"Trad, TR",5.10d,1,50,44.0442,-90.01954
"Space Boyz","La Selva (Jungle Wall) > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106183204/space-boyz,3.6,-1,Sport,5.10d,11,1000,25.94838,-100.47698
Whip-Stocking,"Drive-By Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106081917/whip-stocking,3.7,-1,Sport,5.11a,1,80,37.65292,-83.72495
49,"The Minimum Crag > Right Fork > Maple Canyon > Central Utah > Utah",https://www.mountainproject.com/route/106001020/49,3.7,-1,Sport,5.12a,1,80,39.5622,-111.6906
"The Golden Dream","s. The Golden Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105899731/the-golden-dream,3.7,-1,"Trad, TR",5.9,1,70,41.73904,-74.21411
Dreamweaver,"Long's Peak/Mt. Meeker Cirque > RMNP - Mixed/Ice > CO Ice & Mixed > Colorado",https://www.mountainproject.com/route/105747529/dreamweaver,3.6,-1,"Trad, Mixed, Alpine","5.4 M2",1,,40.25446,-105.61575
"Rapscallion's Blues","Junkyard Wall > Junkyard Area > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105976636/rapscallions-blues,3.8,-1,Trad,5.10c,1,65,38.08299,-81.08043
"The Diagonal","Wallface > E: High Peaks Region > Adirondacks > New York",https://www.mountainproject.com/route/107201641/the-diagonal,3.4,-1,Trad,5.8,7,860,44.137,-74.035
"Heart of Darkness","Conrad Rock - Heart of Darkness Corridor > Conrad Rock > Oyster Bar Area > Sheep Pass Area > Central Joshua Tree > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725659/heart-of-darkness,3.7,-1,Trad,5.11a,1,40,33.98946,-116.14351
"Journey Home","North Chasm View Wall > North Rim Routes > Black Canyon of the Gunnison > Gunnison > Colorado",https://www.mountainproject.com/route/105756451/journey-home,3.7,-1,Trad,5.10b,5,,38.582,-107.70883
"Southwest Corner","The Saber > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/105754567/southwest-corner,3.7,-1,"Trad, Alpine",5.10b,8,,40.28193,-105.67356
"West Pole","South Peak West Face (Main Area) > South Peak - West Face > Seneca Rocks > West Virginia",https://www.mountainproject.com/route/105868530/west-pole,3.7,-1,Trad,5.7+,2,200,38.83453,-79.36677
"Be the Burn","3. South End > Main Wall > Peaks Crag > San Francisco Peaks > Flagstaff Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/110519908/be-the-burn,3.7,-1,Sport,5.11d,1,80,35.30693,-111.70523
Heresy,"Lilly Bluff > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106812897/heresy,3.7,-1,Sport,5.11c,1,,36.1022,-84.7184
"Wheat Thin","Elephant Rock - East > Elephant Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740996/wheat-thin,3.6,-1,Trad,5.7,1,120,42.06739,-113.70894
"SW Corner","Headstone Rock > Ryan Campground > Sheep Pass Area > Central Joshua Tree > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721747/sw-corner,3.4,-1,Sport,5.6,1,50,33.98437,-116.15237
"Dost Mitra","Namaste Wall > South Fork of Taylor > Kolob Canyon > Zion National Park > Southwest Utah > Utah",https://www.mountainproject.com/route/107312510/dost-mitra,3.6,-1,Sport,5.11a/b,1,100,37.45133,-113.16338
Mirage,"The Solarium > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107331394/mirage,3.8,-1,Sport,5.12c,1,95,37.73372,-83.63884
"All Things Considered","Military Wall > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106641238/all-things-considered,3.8,-1,Sport,5.11d,1,55,37.8159,-83.66918
"Unusual Weather","The Bank > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105753076/unusual-weather,3.8,-1,Sport,5.11c,1,,38.6331,-105.2297
"The Flakes","East Gate Buttress > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106263209/the-flakes,3.7,-1,Trad,5.10b,2,200,40.57387,-111.75163
Gunsmoke,"Maverick Buttress > Long Canyon > Potash Road > Southeast Utah > Utah",https://www.mountainproject.com/route/105717607/gunsmoke,3.7,-1,Trad,5.11a,1,,38.54492,-109.69654
"Mountaineer's Route","The Elephant's Perch > The Sawtooth Range > Central Idaho > Idaho",https://www.mountainproject.com/route/105996469/mountaineers-route,3.5,-1,"Trad, Alpine",5.9,7,,44.06857,-114.97445
Pentapitch,"Pentapitch Area > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105739895/pentapitch,3.6,-1,Trad,5.8,5,,40.56859,-111.73767
Boi-oi-oi-ing!,"Orange Pillar > Patricia Bowl > Rock Creek > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/105923632/boi-oi-oi-ing,3.7,-1,Trad,5.10a,3,340,37.4631,-118.7459
"Gordon's Hangover","Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740096/gordons-hangover,3.7,-1,Trad,5.9+,1,150,40.5741,-111.7543
"Heretic Wisdom","The Wailing Wall > Welcome Springs > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/106359961/heretic-wisdom,3.7,-1,Sport,5.12a/b,1,50,37.10106,-113.89944
"Green Monster","Green Monster Slab > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741686/green-monster,3.7,-1,"Trad, TR",5.9,1,100,40.2651,-111.6222
"Little Finger","Rogers Slide > Rogers Rock > F: Lake George Region > Adirondacks > New York",https://www.mountainproject.com/route/106092140/little-finger,3.6,-1,Trad,5.5,3,600,43.7974,-73.46669
"Vision Quest","King of Pain > The Bridger Jacks > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717655/vision-quest,3.7,-1,Trad,"5.10d PG13",4,450,38.08824,-109.60041
"Double Cross","The Old Woman - West Face > The Old Woman > Hidden Valley Campground > Hidden Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721615/double-cross,3.5,-1,Trad,5.7+,1,95,34.01661,-116.16386
"Pumping Huecos","The Sponge > Las Conchas > Jemez Mountains and Jemez Valley > New Mexico",https://www.mountainproject.com/route/105865288/pumping-huecos,3.7,-1,Sport,5.10d,1,50,35.82164,-106.53818
"Slot Machine","Reservoir Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105718171/slot-machine,3.7,-1,Trad,5.11b/c,1,140,38.08285,-109.56278
Skyline,"Morning Glory Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740963/skyline,3.7,-1,Trad,5.8,1,100,42.08282,-113.72147
"The Gym Arete","The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105750031/the-gym-arete,3.7,-1,Sport,5.12a,1,,38.6329,-105.2165
Perspective,"Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106070759/perspective,3.7,-1,Trad,5.11-,1,130,49.6489,-123.2021
"Circus in the Wind","Circus Wall > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105856757/circus-in-the-wind,3.7,-1,Sport,5.11-,1,70,44.10072,-107.28884
"The Great Arch","Stone Mountain South Face > Stone Mountain > 3. Piedmont Region > North Carolina",https://www.mountainproject.com/route/105887520/the-great-arch,3.5,-1,Trad,5.5,3,400,36.3916,-81.0473
"Void of Form","Pontatoc Ridge > Pontatoc Canyon > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/114262472/void-of-form,3.1,-1,Sport,5.9,10,1000,32.34528,-110.88783
"Weird Water","Middle Marker Area > Marker > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714749/weird-water,3.7,-1,Trad,5.7,1,140,43.88242,-103.46227
"Handcracker Direct","West Ridge - part C - Pony Express to Long John > The West Ridge > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105749599/handcracker-direct,3.6,-1,Trad,5.10a,5,,39.93203,-105.28849
"Air Ride Equipped","The Solarium > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106586504/air-ride-equipped,3.6,-1,Sport,5.11a,1,65,37.73372,-83.63884
"The El","Pitchoff Chimney Cliff > C: Keene Region > Adirondacks > New York",https://www.mountainproject.com/route/106446972/the-el,3.7,-1,Trad,5.8,3,180,44.23598,-73.86449
"Circuit Breaker","Circuit Breaker > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105979654/circuit-breaker,3.7,-1,"TR, Boulder","5.11b V2",1,20,37.73578,-119.57543
Rawhide,"The Grotto > Table Mountain > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/105736255/rawhide,3.7,-1,Trad,5.10d,1,40,37.926,-120.4635
"Hobbit Book","West Face > Mariuolumne Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105861268/hobbit-book,3.6,-1,Trad,5.7,4,,37.8623,-119.42265
"Two Pumped Chump","Mota Wall > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106178074/two-pumped-chump,3.7,-1,Sport,5.11a,2,200,25.94747,-100.4761
"Clean and Jerk","Sports Challenge Rock - East Face > Sports Challenge Rock > Real Hidden Valley > Hidden Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105721792/clean-and-jerk,3.7,-1,Trad,5.10c,1,80,34.01415,-116.16906
"In Pursuit of Excellence","T-Wall East > The Tennessee Wall > Tennessee",https://www.mountainproject.com/route/105902833/in-pursuit-of-excellence,3.7,-1,Trad,5.9+,1,90,35.07379,-85.40108
"Mr Choad's Wild Ride","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106375205/mr-choads-wild-ride,3.6,-1,Sport,5.11b,1,105,36.16986,-115.42321
Orgasmo,"The Pipe Dream > Right Fork > Maple Canyon > Central Utah > Utah",https://www.mountainproject.com/route/105741119/orgasmo,3.7,-1,Sport,5.12c,1,90,39.56569,-111.69639
Armatron,"Brownstone Wall > 11-Juniper Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105809181/armatron,3.5,-1,Trad,5.9-,6,680,36.11483,-115.4957
"They Died Laughing","The North End > *Cathedral Ledge > New Hampshire",https://www.mountainproject.com/route/105909672/they-died-laughing,3.7,-1,Trad,5.9,1,100,44.06728,-71.16671
"Desert Dessert","Middle East Wall > Frenchman Coulee > Frenchman Coulee (Vantage) > Central Region > Washington",https://www.mountainproject.com/route/105947062/desert-dessert,3.7,-1,Sport,5.10d,1,80,47.02541,-119.97522
Soler,"South and East Faces > Devils Tower > Wyoming",https://www.mountainproject.com/route/105714830/soler,3.6,-1,Trad,5.9,2,280,44.58986,-104.71457
Velociraptor,"Main Elk Crag > Main Elk Creek > Glenwood Springs > Colorado",https://www.mountainproject.com/route/108097799/velociraptor,3.7,-1,Sport,5.11a,1,100,39.68301,-107.57778
"Forest Lawn","Bastion Towers > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/105842218/forest-lawn,3.7,-1,Trad,5.9+,3,300,31.92656,-109.97723
"Ants' Line","i. High E > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105803260/ants-line,3.6,-1,Trad,5.9,1,80,41.74421,-74.179
"Toxic Shock","Toxic - Tang Area > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105791086/toxic-shock,3.7,-1,Trad,5.9,1,,47.81897,-121.57569
Silverado,"Contest Wall > Sand Gulch > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105755704/silverado,3.7,-1,Sport,5.11b,1,,38.62148,-105.23217
"Cold Fusion","Rough Rider Wall > Rough Rider Zone > The Homestead > Central Arizona > Arizona",https://www.mountainproject.com/route/106579288/cold-fusion,3.8,-1,Sport,5.12a,1,110,33.17392,-110.77949
"Otto's Route","Independence Monument > Colorado National Monument > Grand Junction Area > Colorado",https://www.mountainproject.com/route/105758122/ottos-route,3.4,-1,Trad,5.8+,5,400,39.09581,-108.72342
"Edge of Time","The Fin > Jurassic Park - Lily Lake > CO Hwy 7 & Tributaries > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105756826/edge-of-time,3.4,-1,"Sport, TR",5.9+,1,85,40.3127,-105.5411
"One Hand Clapping","1. Black Wall - Left > Black Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105736426/one-hand-clapping,3.6,-1,Trad,5.9,4,400,39.32485,-120.31463
"Blown Away","West Face > Daff Dome > Daff Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862936/blown-away,3.7,-1,Trad,"5.9 PG13",5,500,37.8795,-119.41345
"Lost Arrow","Lost Arrow Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740972/lost-arrow,3.6,-1,Trad,"5.7 R",2,170,42.08568,-113.71267
Leonids,"Left Wall > The Wedge > El Cajon Mountain > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105793305/leonids,3.6,-1,Sport,5.9,3,350,32.90461,-116.81845
Gossamer,"Picture Window > Monster North > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714776/gossamer,3.7,-1,"Trad, Sport",5.7,1,40,43.88448,-103.46349
"Pitch Black","The Conundrums > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/108556929/pitch-black,3.7,-1,Sport,5.10+,6,800,25.949,-100.477
"The Hurricane","Spiney Ridge > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105753577/the-hurricane,3.7,-1,Sport,5.12b,1,80,38.6307,-105.2178
"Lonesome Dove","Jimmy Cliff > *Rumney > New Hampshire",https://www.mountainproject.com/route/105879126/lonesome-dove,3.6,-1,Sport,5.10a,1,,43.80417,-71.84037
"Fear of Flying","Upper Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105858248/fear-of-flying,3.7,-1,Trad,5.9+,2,,38.78867,-120.24518
